id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
reeHWuLZChrx8noono0K2A,cafe-arte-mi-admore-san-elizario,Cafe Arte Mi Admore,https://s3-media3.fl.yelpcdn.com/bphoto/K2ndd7yLrc3a56FQAjkCbw/o.jpg,False,https://www.yelp.com/biz/cafe-arte-mi-admore-san-elizario?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 31.58621, 'longitude': -106.27336}",[],"{'address1': '1498 Main St', 'address2': 'Ste F', 'address3': '', 'city': 'San Elizario', 'zip_code': '79849', 'country': 'US', 'state': 'TX', 'display_address': ['1498 Main St', 'Ste F', 'San Elizario, TX 79849']}",+19158616970,(915) 861-6970,27251.585909686935,
oFv1HldMpQB1BUoGnGnfKA,game-vault-game-store-and-cafe-el-paso,Game Vault - Game Store & Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/t-xql2Wjp_DPBYNUW52zWw/o.jpg,False,https://www.yelp.com/biz/game-vault-game-store-and-cafe-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,18,"[{'alias': 'tabletopgames', 'title': 'Tabletop Games'}, {'alias': 'videogamestores', 'title': 'Video Game Stores'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 31.7548844179695, 'longitude': -106.3413578495384}",[],"{'address1': '1188 N Yarbrough', 'address2': 'Ste F1', 'address3': None, 'city': 'El Paso', 'zip_code': '79925', 'country': 'US', 'state': 'TX', 'display_address': ['1188 N Yarbrough', 'Ste F1', 'El Paso, TX 79925']}",+19153309545,(915) 330-9545,9183.895942933481,$
uVRpF1VApLHpkMZhVW1NuA,lucys-coffee-shop-el-paso,Lucy's Coffee Shop,https://s3-media4.fl.yelpcdn.com/bphoto/Fd49VF6yEo1DWtYznmICxg/o.jpg,False,https://www.yelp.com/biz/lucys-coffee-shop-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,89,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 31.767018, 'longitude': -106.494595}",['delivery'],"{'address1': '1305 N Mesa St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['1305 N Mesa St', 'El Paso, TX 79902']}",+19155445829,(915) 544-5829,7003.734600124511,$
fX7npycOX8AoTZ8ED7-B_g,cocol-cafe-socorro,CoCol Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/DBPcGeEzc-_BNcczbGbqfw/o.jpg,False,https://www.yelp.com/biz/cocol-cafe-socorro?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,27,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 31.654562129757895, 'longitude': -106.30369064907556}",[],"{'address1': '10180 Socorro Rd', 'address2': '', 'address3': None, 'city': 'Socorro', 'zip_code': '79927', 'country': 'US', 'state': 'TX', 'display_address': ['10180 Socorro Rd', 'Socorro, TX 79927']}",,,19364.79228862264,$
4m4L5DZl8a-kJqlgYFYFdA,bees-pastry-café-no-title,Bee's Pastry Café,https://s3-media4.fl.yelpcdn.com/bphoto/ZZshnQCQkJW1hLF97B2k-Q/o.jpg,False,https://www.yelp.com/biz/bees-pastry-caf%C3%A9-no-title?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,28,"[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",4.5,"{'latitude': 31.7267761, 'longitude': -106.2693165}","['delivery', 'pickup']","{'address1': '12295 Pellicano Dr', 'address2': 'Ste 6', 'address3': '', 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['12295 Pellicano Dr', 'Ste 6', 'El Paso, TX 79936']}",+19155292020,(915) 529-2020,16672.80356521846,
FJDLbdPV5zy-5HoUP1l-FQ,2ten-coffee-roasters-el-paso-2,2Ten Coffee Roasters,https://s3-media2.fl.yelpcdn.com/bphoto/kke5z0Vjc7vEJpa0rVBOJg/o.jpg,False,https://www.yelp.com/biz/2ten-coffee-roasters-el-paso-2?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,82,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,"{'latitude': 31.78403, 'longitude': -106.45928}",[],"{'address1': '3007 Montana Ave', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79903', 'country': 'US', 'state': 'TX', 'display_address': ['3007 Montana Ave', 'El Paso, TX 79903']}",+19153037077,(915) 303-7077,3194.167689704192,$$
2iWvQzxumlTBcUwA7dP_sg,bldg-6-coffee-roasters-el-paso,Bldg 6 Coffee Roasters,https://s3-media2.fl.yelpcdn.com/bphoto/xPp6qA9qrgH9SLq_1BZMkw/o.jpg,False,https://www.yelp.com/biz/bldg-6-coffee-roasters-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,83,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,"{'latitude': 31.74367510631359, 'longitude': -106.3171941277585}",['delivery'],"{'address1': '11385 James Watt Dr', 'address2': 'Ste B-6', 'address3': '', 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['11385 James Watt Dr', 'Ste B-6', 'El Paso, TX 79936']}",+19156292021,(915) 629-2021,11786.376242880444,$
wZ6t210NL9wh5DNrtdRxng,vyable-coffee-el-paso,Vyable Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/QXovnDVCyOmeAUSdKf_sYg/o.jpg,False,https://www.yelp.com/biz/vyable-coffee-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 31.76017, 'longitude': -106.50186}",[],"{'address1': '100 Porfirio Diaz St', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['100 Porfirio Diaz St', 'El Paso, TX 79902']}",+19152920952,(915) 292-0952,7952.463581917635,
aTOsws9u2CmTAH_TxhUwvA,tokyo-tea-and-more-el-paso,Tokyo Tea & More,https://s3-media4.fl.yelpcdn.com/bphoto/VsjRtBW-IokzRSwFKch3Lg/o.jpg,False,https://www.yelp.com/biz/tokyo-tea-and-more-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,22,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 31.833365, 'longitude': -106.444838}","['delivery', 'pickup']","{'address1': '6100 Dyer St', 'address2': 'Ste A', 'address3': None, 'city': 'El Paso', 'zip_code': '79904', 'country': 'US', 'state': 'TX', 'display_address': ['6100 Dyer St', 'Ste A', 'El Paso, TX 79904']}",+19153001554,(915) 300-1554,4737.799377784463,$$
6AIWoaZpVB6ttYZU_iSIqg,2ten-coffee-roasters-el-paso-3,2Ten Coffee Roasters,https://s3-media1.fl.yelpcdn.com/bphoto/_7qQP-7M5L-U6dQvYi54Jw/o.jpg,False,https://www.yelp.com/biz/2ten-coffee-roasters-el-paso-3?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,117,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 31.83587575769047, 'longitude': -106.57600427310447}",['delivery'],"{'address1': '145 E Sunset Rd', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79922', 'country': 'US', 'state': 'TX', 'display_address': ['145 E Sunset Rd', 'El Paso, TX 79922']}",+19153037077,(915) 303-7077,14823.18000557773,$
9CC933EkpiD9_TSP8bsmKw,juicery-plus-el-paso-4,Juicery Plus,https://s3-media1.fl.yelpcdn.com/bphoto/Lql6PxuwbPcCsMBtDhxz1Q/o.jpg,False,https://www.yelp.com/biz/juicery-plus-el-paso-4?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,35,"[{'alias': 'acaibowls', 'title': 'Acai Bowls'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'tradamerican', 'title': 'American'}]",4.5,"{'latitude': 31.78576286034996, 'longitude': -106.3949620736982}",['delivery'],"{'address1': '1300 Airway Blvd', 'address2': 'Bldg C Ste 104', 'address3': None, 'city': 'El Paso', 'zip_code': '79925', 'country': 'US', 'state': 'TX', 'display_address': ['1300 Airway Blvd', 'Bldg C Ste 104', 'El Paso, TX 79925']}",+19153002657,(915) 300-2657,3172.5124104506604,$$
oXtR_imVvpzCSBREV9fE_Q,hala-coffee-and-hookah-sweets-el-paso,Hala Coffee & Hookah-sweets,https://s3-media1.fl.yelpcdn.com/bphoto/MyS06_sTPk-9l8HNBEW5ag/o.jpg,False,https://www.yelp.com/biz/hala-coffee-and-hookah-sweets-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,2,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",5.0,"{'latitude': 31.79757, 'longitude': -106.51043}",[],"{'address1': '4400 North Mesa St', 'address2': 'Unit 2', 'address3': '', 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['4400 North Mesa St', 'Unit 2', 'El Paso, TX 79902']}",+19156661806,(915) 666-1806,7879.323363513091,
uOHfknYTgsNzRAsZR7kfCg,miles-to-go-cafecita-fort-bliss,Miles To Go Cafecita,https://s3-media3.fl.yelpcdn.com/bphoto/Kq-K11BhoauDaS2bCbVuZQ/o.jpg,False,https://www.yelp.com/biz/miles-to-go-cafecita-fort-bliss?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",5.0,"{'latitude': 31.8078487, 'longitude': -106.4081983}",[],"{'address1': None, 'address2': '', 'address3': None, 'city': 'Fort Bliss', 'zip_code': '79906', 'country': 'US', 'state': 'TX', 'display_address': ['Fort Bliss, TX 79906']}",,,2417.8685611184887,
oq1P1rle10oiNw80l3r6_A,joe-vinny-and-bronsons-bohemian-cafe-el-paso,Joe Vinny & Bronsons Bohemian Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/S4_fIepp1JX_kqDdMU-mug/o.jpg,False,https://www.yelp.com/biz/joe-vinny-and-bronsons-bohemian-cafe-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,240,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 31.7823175, 'longitude': -106.4613151}","['delivery', 'pickup']","{'address1': '824 N Piedras St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79903', 'country': 'US', 'state': 'TX', 'display_address': ['824 N Piedras St', 'El Paso, TX 79903']}",+19158010475,(915) 801-0475,3425.254348791671,$
Ffbdr2H7BAQOd0MvOKqdDA,weirdoughs-bakery-and-café-el-paso,Weirdoughs Bakery & Café,https://s3-media3.fl.yelpcdn.com/bphoto/4_nQWBRUHodUYavfGm5Cvw/o.jpg,False,https://www.yelp.com/biz/weirdoughs-bakery-and-caf%C3%A9-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,44,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",4.0,"{'latitude': 31.779228, 'longitude': -106.504224}",[],"{'address1': '2900 N Mesa St', 'address2': 'Ste C', 'address3': None, 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['2900 N Mesa St', 'Ste C', 'El Paso, TX 79902']}",+19152316378,(915) 231-6378,7450.322556088283,
3YgF1V0R7MJhFy-Etnj-AQ,tippi-teas-el-paso-3,Tippi Teas,https://s3-media2.fl.yelpcdn.com/bphoto/4jfbJQNjA9yosSBGncJbNg/o.jpg,False,https://www.yelp.com/biz/tippi-teas-el-paso-3?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,33,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.0,"{'latitude': 31.7441108289974, 'longitude': -106.302248018839}",['delivery'],"{'address1': '1495 George Dieter Dr', 'address2': 'Ste 202', 'address3': None, 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['1495 George Dieter Dr', 'Ste 202', 'El Paso, TX 79936']}",,,13030.63654149304,
bhpc6JODG1nCr07YajAiDw,cofismo-el-paso,Cofismo,https://s3-media2.fl.yelpcdn.com/bphoto/62y1vClmZOgL9ip6IX0_CQ/o.jpg,False,https://www.yelp.com/biz/cofismo-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 31.81552603204816, 'longitude': -106.54068349974295}",['delivery'],"{'address1': '750 Sunland Park Dr', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79912', 'country': 'US', 'state': 'TX', 'display_address': ['750 Sunland Park Dr', 'El Paso, TX 79912']}",+19152609099,(915) 260-9099,10993.084059051258,
4vQZOEi_hFmLvR2iQK2rlA,the-glazy-donut-el-paso,The Glazy Donut,https://s3-media2.fl.yelpcdn.com/bphoto/bs68sxNv1f3RxEiRT23H1w/o.jpg,False,https://www.yelp.com/biz/the-glazy-donut-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,123,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",4.0,"{'latitude': 31.773034335902803, 'longitude': -106.4999758824706}",['delivery'],"{'address1': '2119 N Mesa St', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['2119 N Mesa St', 'El Paso, TX 79902']}",,,7232.015043068942,$$
cvd8hzNufNJgd1DG8U_QPA,the-green-bean-coffee-and-bistro-el-paso,The Green Bean Coffee & Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/BJvlXk9IaDug1xgH2csE-w/o.jpg,False,https://www.yelp.com/biz/the-green-bean-coffee-and-bistro-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,29,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 31.78208504878437, 'longitude': -106.2861359654306}",[],"{'address1': '11680 Pebble Hills Blvd', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['11680 Pebble Hills Blvd', 'El Paso, TX 79936']}",+19155005243,(915) 500-5243,13402.036198173057,$$
qSIMHh6a8NZz77Us1-Mn6g,mas-y-menos-el-paso,Mas y Menos,https://s3-media1.fl.yelpcdn.com/bphoto/iWqVnu_bCCP_jYmIw5jcMg/o.jpg,False,https://www.yelp.com/biz/mas-y-menos-el-paso?adjust_creative=Ad7k7mINO2TA7iL0CPp8sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ad7k7mINO2TA7iL0CPp8sg,74,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 31.85274149442041, 'longitude': -106.54054370294052}",['delivery'],"{'address1': '1035 Belvidere St', 'address2': '', 'address3': None, 'city': 'El Paso', 'zip_code': '79912', 'country': 'US', 'state': 'TX', 'display_address': ['1035 Belvidere St', 'El Paso, TX 79912']}",+19154910595,(915) 491-0595,12570.413283329573,
